Section Name,Question Text,Response,Brand
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"larger boxes, collision parts, pretty much any",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"body parts, rotors ,pads",H
Condition of Shipments,What three product types tend to have the most damages to the product?,radiators and condensers intake manifolds,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",miss picks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper cover, exhaust components, doors/ door skins, quarter panels.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Bumper cover, body side molding, glass, doors/door skins",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",NO PACKING SLIPS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,DOORS BUMPER COVERS ANY SHEETMETAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"parts that are shipped fedex,   seat bottoms, cylinder heads,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","missing parts,  mispick",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers, sheet metal,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Missing packing slips is a common occurance,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, windshields, headlights",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, windshields, headlights",H
Condition of Shipments,What three product types tend to have the most damages to the product?,body panels,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,pretty much any,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,cardboard boxs,H
Condition of Shipments,What three product types tend to have the most damages to the product?,recently I have not had any damaged parts,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership its a local kia dealer with the same dealer code,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",The most common error that I have seen is that the DDS mis-delivers packages and will periodically call to see if a package was left at the dealership.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, GRILLES, RADIATOR SUPPORTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, GRILLES,RADIATOR SUPPORTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALERSHIP,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS RECEIVE FOR ANOTHER DEALER ANOTHER DEALER RECEIVE OUR PART,H
Condition of Shipments,What three product types tend to have the most damages to the product?,GLASS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,GLASS LAMPS BUMP COVERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"the outsice container looks excelent, but part inside is damage.. broken/ dented or part assenbly incorrect not fitting correctly.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"altenator. winshields, starters, collision parts. ac compressors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",received part for other dealers.  shipping labels has our address but parts inside goes to others dealers.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Rotors, brake pads, exhaust manifolds",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumpers, Windshields, hoods",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for other Dealerships and NO PACKING SLIPS from facing PDS CONSISTANLY,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"cardboard boxes,  no box,",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Struts, Steering Gears, Regulators",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ENGINES, TRANSMISIONS, COLUMNS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ENGINES, TRANSMISIONS, COLUMNS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","RECEIVE PARTS FROM DIFFERENT DEALERSHIP, MISPICKS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"hubs, bumper covers, hoods",H
Condition of Shipments,What three product types tend to have the most damages to the product?,body,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispick,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,bumper fascia's and any sheet metal,H
Condition of Shipments,What three product types tend to have the most damages to the product?,bumper fascia's and any sheet metal,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",WAREHOUSE DOES GREAT FOR US,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,TRANSMISSIONS DUE TO PACKAGING MOLDINGS IN BAGS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPIKS AND SHORTAGES,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,DOORS BUMPERS HOODS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,DOORS  BUMPERS HOODS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumper covers, Outside mirrors, sheet metal",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Mispicks, parts for other dealers and shortages",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Overall, the packaging is in good condition",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Glass, sheet metal, bumpers.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Some orders shipping incomplete/ some parts not arriving until a day or two after due date; missing packing lists.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"FENDERS, HOODS, 1/4 PANELS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",ON OCCASION WE RECEIVE PARTS FOR OTHER DEALERSHIPS.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FENDERS, HOODS, 1/4 PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, BODY PARTS AND WINDSHIELDS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL, BODY PARTS AND WINDSHIELDS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISSING PARTS, DELIVERY ERRORS, CARRIER PERSONNEL SEEM TO BE VERY CARELESS AND/OR LAZY",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, SHEET METAL, MOLDINGS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, SHEET METAL, MOLDINGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Mispicks , receive parts for other dealerships including engines",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,The problems we tend to have are parts coming in that are from the PDC but they have been previously used and then shipped out even though they might be damaged I really can't pic three,H
Condition of Shipments,What three product types tend to have the most damages to the product?,special order parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ROOF SKINS. HEADLINERS, FENDERS, GLASS,   THATS MORE THAN 3",H
Condition of Shipments,What three product types tend to have the most damages to the product?,SAME AS ABOVE,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","PICKING ERROR, SHORTED PARTS, KIA PARTS SENT IN PLACE OF HYUNDAI PARTS.  OTHER KIA DEALERS PARTS MIXED IN WITH MY HYUNDAI PARTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR ANOTHER DEALER,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"WINDSHIELDS, MOLDINGS, ROTORS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WINDSHIELDS, MOLDINGS, ROTORS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ALL SHEET METAL,   BUMPER COVERS  ALTERNATOR,AC COMPRESSOR ELECTRICAL PLUGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"EXHAUST MANIFOLDS, STRUTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"LOOSE SHEET METAL, BUMPER COVERS,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MIS PICK OR UNDERPICK,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,PACKAGES WHICH COME IN PLASTIC BAGS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,CONCEL DAMAGES,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","SHORTAGES, MIS-DELIVERIES",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, GLASS, SHEET METAL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER-PICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,HEADLAMPS RADIATORS GRILLS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS DECK LIDS HOODS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, HEADLAMPS, TAILLAMPS.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, HEADLAMPS, TAILLAMPS.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","receive parts for different dealership, MISPICKS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","RECEIVEING PARTS FOR OTHER DEALERS,UNDER PICKS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,COLLISON,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,COLLISON,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispick,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Bumpers hoods and radiators,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumpers hood,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers, doors, glass.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers, doors, lights.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",parts for a different dealership.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISPICKS, AND UNDER PICKS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"CARRIERS, BUMPER COVERS, SHEET METAL PARTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",parts not making the trucks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Oil filter boxes sometime are the most frequent,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers,,,, radiator supports,,,,, mouldings,,,,, lamps/headlamps/tail lamps",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","receive  other dealers parts,,,,,,  shortages",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"we don't know on our end if the damage is caused by the PDC or Carrier,,,,,  so not a fair question to survey..........  could be any thing that comes in boxes...... manifolds have been a issue for us..... mouldings",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,CARDBOARD  BUBBLE WRAP,H
Condition of Shipments,What three product types tend to have the most damages to the product?,FENDERS BUMPER COVERS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Wrong labels,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumper covers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Bumpers covers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"GLASS, SHEET METAL, MOULDINGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGE AND OTHER DEALER PARTS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, SMALL BOXES, CRATES",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",shortages,H
Condition of Shipments,What three product types tend to have the most damages to the product?,molding peices,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,body parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"brake pads, filters, hub and bearing assembly",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers, lamps, grills",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-picks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,body parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,all,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, molding and trim",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispick,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS AND BROKEN CONNECTORS ON ELECTRICAL COMPONETS.  FAN MOTORS, AC COMPRESSORS, ALTERNATORS....",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISLABELED.   THEY WILL PUT THE CORRECT LABEL OVER AND OLD LABEL AND SHIP EITHER THE WRONG PART OR A USED PART,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,ELECTICAL COMPONETS WITH CONNECTORS. ALTERNATORS AND COMPRESSORS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SORTAGE,H
Condition of Shipments,What three product types tend to have the most damages to the product?,ANYTHING PLASTIC,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, LOWER BUMPER LIP, RADITOR SUPPORTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, LOWER BUMPER LIP, RADITOR SUPPORTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BODY PANELS,INTAKE MANIFOLDS,AC COMPRESSORS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BODY PANELS,INTAKE MANIFOLDS,AC COMPRESSORS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Engine Transmission Anything in Cardboard Boxes,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Anything in cardboard boxes,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",NO PACKING SLIPS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,card board box,H
Condition of Shipments,What three product types tend to have the most damages to the product?,big boxes,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISPICKS, PARTS LEFT ON DOCK",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"LARGE ITEMS, HOODS, PANELS.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"MOLDINGS,",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"doors, engines & alternators/compressors",H
Condition of Shipments,What three product types tend to have the most damages to the product?,doors! hoods! bumper covers!,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",parts for other dealers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","pick labels on wrong part, receiving other dealers parts",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers, sheet metal. box quality is very thin",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, glass, bumpers",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS AND RECEIVED PARTS FOR DIFFERENT DEALERSHIPS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECIEVE PARTS FROM OUTHER DEALERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,HOODS  DECKLID HEADLINERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS DECKLIDS HOODS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FENDERS, ALTERNATORS,AXLES",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, MOULDINGS, FENDERS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"GLASS, BODY AND ELECTRICAL",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"GLASS, BODY AND ELECTRICAL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISS PICKS AND DIFFERENT DEALERS ORDERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BODY PARTS,HEADLAMPS,TRIM PARTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BODY PARTS,HEADLAMPS,TRIM PARTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",OTHER DEALERS PARTS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","A PART OR TWO GETS SWAPPED (EG, WE GET A PART FOR ANOTHER DEALER AND THEY GET SOME OF OURS).",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"OIL FILTERS (MOSTLY WHEN PALLETS ARE DELIVERED DURING PROMOTION), WHEEL BEARING/HUBS, BRAKE PADS.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"OIL FILTERS, BODY FRAME PARTS, SMALL PAPER/METAL GASKETS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,SHEET METAL PARTS MOLDINGS GRILLLS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FOR OTHER DEALERSHIPS/SHIPMENTS SPLIT UP INTO DIFFERENT DELIVERY TRUCKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,SHEET METAL PARTS MOLDINGS GRILLLS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, QUARTER PANELS PACKAGED IN AN OPEN WOODEN CRATE AND ANY SHEET METAL PANEL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","PARTS WITH CORRECT YELLOW LABEL BUT ON INCORRECT PARTS, FOR EXAMPLE ORDERING A MOLDING AND RECEIVE A WATER PUMP WITH THE BLUE LABEL BEING FOR A WATER PUMP AND THE YELLOW LABEL BEING FOR THE PART THAT WAS ORDERED",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"1) collision, 2) most anything that has been to another dealer first (we have even received used parts in some cases), 3) heavier chassis parts (mostly due to inadequate packaging from the vendor though).",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","I have experienced all of these. Interestingly, it seems to come in cycles, so no one is more or less common than the other.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"1) collision, 2) larger plastic engine parts, 3) longer, thinner parts like wiper blades, plastic trim, etc",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, SHEET METAL PANELS, GLASS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, SHEET METAL PANELS, GLASS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALERSHIP,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Parts sent to other dealership,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Same as above,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,1) Hoods 2) Bumper Covers 3) Other Body Panels,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, bumper covers",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bigger sheet metal panels, rotating electric",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Glass usually requires 2-3 orders and bigger pieces of sheet metal parts,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Glass usually requires 2-3 orders and bigger pieces of sheet metal parts,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and parts from other dealers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ABSORBERS, FENDER LINERS,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,DO NOT SEE VERY MANY AT ALL,H
Condition of Shipments,What three product types tend to have the most damages to the product?,DO NOT SEE VERY MANY AT ALL,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPER COVERS HOODS DOORS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS BUT REALLY VERY FEW,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS HOODS DOORS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Wheels, compressors, and alternators. Compressors and alternators that come via other carriers than our DDS are horrible. They are shipped without an outer box for any protection. It's amazing that every non-DDS delivery of these items doesn't require a damage claim upon receipt.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Outer ""belt moldings"". Bumper covers. Door actuator/latch assemblies (need to be in boxes, not bags).",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for other dealerships.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",KIA PARTS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"DOOR SKIN, FENDERS AND ANYTHING YOU PUT UNDER SPRINGS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"DOOR SKIN, FENDERS AND ANYTHING YOU PUT UNDER SPRINGS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,TRIM BODY,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BODY,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BODY PARTS, PLASTIC PARTS, HEAVY PARTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BODY PARTS, PLASTIC PARTS, HEAVY PARTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",missing parts from our orders!!!!,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, lamps, larger hard plastic items with protruding points or edges",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, bumper covers, lamps",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",miss picks.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Windshields glass and heavy parts in small boxes. i.e. alternators, hubs and compressors.",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Boxes, windshields, and any type of glass seem no not make it in one piece on a regular basis. It has been better now than in the past.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,same,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"body parts, sheet metal bumper covers",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"MOULDINGS, PACKAGED SOMETHING HEAVIER ON TOP OF AIR FILTER BUMPERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PART FOR ANOTHER DEALERSHIP,H
Condition of Shipments,What three product types tend to have the most damages to the product?,anything plastic packaged without a box and protective wrapping,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-picks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,anything sheet metal packaged in a box,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for different dealership.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumpers, Loose Sheet metal, Heavy Sheet metal",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Bumpers, Sheet metal (especially doors and hoods), glass",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, bumpers, mufflers",H
Condition of Shipments,What three product types tend to have the most damages to the product?,bumpers,H
